DATE,OPEN,HIGH,LOW,CLOSE
10/26/2022,28.44,28.52,27.27,27.28
10/27/2022,27.51,27.67,26.94,27.39
10/28/2022,27.43,27.59,25.75,25.75
10/31/2022,26.91,27.07,25.84,25.88
11-01-2022,25.96,26.35,25.66,25.81
11-02-2022,26.04,26.62,25.39,25.86
11-03-2022,25.98,26.87,25.1,25.3
11-04-2022,25.63,25.71,24,24.55
11-07-2022,25.67,25.67,24.34,24.35
11-08-2022,24.71,26.16,24.24,25.54
11-09-2022,25.34,26.35,25.02,26.09
11-10-2022,26.51,26.59,22.84,23.53
11-11-2022,23.89,23.91,22.37,22.52
11/14/2022,23.99,24.33,22.86,23.73
11/15/2022,23.77,26.22,23.18,24.54
11/16/2022,24.29,24.72,23.99,24.11
11/17/2022,24.05,25.18,23.81,23.93
11/18/2022,24.03,24.12,22.98,23.12
11/21/2022,24.05,24.12,22.3,22.36
11/22/2022,22.59,22.71,21.28,21.29
11/23/2022,21.49,21.78,20.32,20.35
11/24/2022,20.5,20.54,20.31,20.42
11/25/2022,20.61,21.11,20.46,20.5
11/28/2022,22.09,22.5,21.65,22.21
11/29/2022,22.09,22.57,21.83,21.89
11/30/2022,21.7,22.63,20.31,20.58
12-01-2022,20.83,21.06,19.8,19.84
12-02-2022,20.42,20.96,18.95,19.06
12-05-2022,20.3,21.29,19.78,20.75
12-06-2022,20.69,22.6,20.38,22.17
12-07-2022,22.32,23.01,22.18,22.68
12-08-2022,22.81,23.28,22.06,22.29
12-09-2022,22.55,23.21,22.18,22.83
12-12-2022,24.4,25.05,24.18,25
12/13/2022,25.24,25.84,21.46,22.55
12/14/2022,22.83,23.47,21.07,21.14
12/15/2022,21.52,23.67,21.25,22.83
12/16/2022,23.26,23.83,22.09,22.62
12/19/2022,22.63,22.86,21.61,22.42
12/20/2022,23.17,23.39,21.35,21.48
12/21/2022,21.25,21.29,19.94,20.07
12/22/2022,20.08,24.3,20.01,21.97
12/23/2022,22.17,22.64,20.78,20.87
12/27/2022,21.67,22.8,21.59,21.65
12/28/2022,21.47,22.26,20.96,22.14
12/29/2022,22.25,22.31,21.36,21.44
12/30/2022,21.83,22.4,21.59,21.67
01-03-2023,23.09,23.76,22.73,22.9
01-04-2023,22.93,23.27,21.94,22.01
01-05-2023,22.2,22.92,21.97,22.46
01-06-2023,22.69,22.9,21,21.13
01-09-2023,21.75,21.98,21.27,21.97
01-10-2023,22.22,22.46,20.58,20.58
01-11-2023,20.8,21.25,20.62,21.09
01-12-2023,21.56,21.8,18.83,18.83
01/13/2023,19,19.41,18.01,18.35
01/16/2023,19.44,19.63,19.41,19.49
01/17/2023,19.89,20.22,19.21,19.36
01/18/2023,19.28,20.58,18.71,20.34
01/19/2023,20.43,21.71,20.17,20.52
01/20/2023,20.28,20.7,19.41,19.85
01/23/2023,20.21,20.33,19.55,19.81
01/24/2023,19.89,20.47,18.91,19.2
01/25/2023,19.56,20.9,18.99,19.08
01/26/2023,19.05,19.48,18.67,18.73
01/27/2023,18.9,19,17.97,18.51
01/30/2023,19.76,20.25,19.54,19.94
01/31/2023,20.12,20.7,19.13,19.4
02-01-2023,19.62,20.04,17.7,17.87
02-02-2023,17.74,19.25,17.06,18.73
02-03-2023,18.57,19.3,17.93,18.33
02-06-2023,19.23,19.81,19.21,19.43
02-07-2023,19.54,19.99,18.43,18.66
02-08-2023,18.88,20.12,18.55,19.63
02-09-2023,19.24,21.08,19.02,20.71
02-10-2023,20.74,21.94,20.44,20.53
02/13/2023,21.66,21.69,20.33,20.34
02/14/2023,20.72,20.75,18.48,18.91
02/15/2023,19.37,19.41,18.11,18.23
02/16/2023,18.26,20.27,18.23,20.17
02/17/2023,20.94,21.3,19.82,20.02
02/20/2023,21.06,21.28,20.96,21.23
02/21/2023,21.8,23.34,21.8,22.87
02/22/2023,23.03,23.63,22.02,22.29
02/23/2023,21.96,22.43,20.89,21.14
02/24/2023,21.35,22.9,21.32,21.67
02/27/2023,21.99,22.02,20.68,20.95
02/28/2023,21.3,21.37,20.1,20.7
03-01-2023,20.39,21.32,20.22,20.58
03-02-2023,21.41,21.42,19.55,19.59
03-03-2023,19.76,19.76,18.16,18.49
03-06-2023,19.05,19.19,18.49,18.61
03-07-2023,18.64,19.74,18.51,19.59
03-08-2023,19.71,20.01,19,19.11
03-09-2023,19.33,23.14,18.88,22.61
03-10-2023,23.34,28.97,21.79,24.8
03/13/2023,24.05,30.81,23.85,26.52
03/14/2023,26.85,27.24,22.27,23.73
03/15/2023,23.21,29.91,23.19,26.14
03/16/2023,26.19,27.49,22.97,22.99
03/17/2023,22.92,26.14,22.58,25.51
03/20/2023,27.77,28.91,24,24.15
03/21/2023,24.16,24.16,21.29,21.38
03/22/2023,21.8,22.38,19.94,22.26
03/23/2023,21.54,24.91,20.16,22.61
03/24/2023,22.11,25.21,21.6,21.74
03/27/2023,22.05,22.93,20.57,20.6
03/28/2023,20.53,21.4,19.91,19.97
03/29/2023,19.39,19.45,19.09,19.12
03/30/2023,19.12,20.08,18.85,19.02
03/31/2023,19.21,19.43,18.52,18.7
04-03-2023,19.79,19.83,18.54,18.55
04-04-2023,18.79,20.03,18.58,19
04-05-2023,19.42,20.08,19,19.08
04-06-2023,19.3,19.88,18.35,18.4
04-10-2023,19.39,20.05,18.93,18.97
04-11-2023,19.08,19.28,18.56,19.1
04-12-2023,19.38,19.98,18.25,19.09
04/13/2023,18.83,19.06,17.77,17.8
04/14/2023,17.94,18.12,17.07,17.07
04/17/2023,17.58,17.79,16.9,16.95
04/18/2023,16.94,17.34,16.58,16.83
04/19/2023,17.3,17.72,16.17,16.46
04/20/2023,16.85,17.69,16.33,17.17
04/21/2023,17.51,17.71,16.58,16.77
04/24/2023,18.22,18.24,16.74,16.89
04/25/2023,17.62,19.86,17.33,18.76
04/26/2023,18.66,19.61,17.87,18.84
04/27/2023,18.43,18.43,16.72,17.03
04/28/2023,17.21,17.65,15.72,15.78
05-01-2023,16.41,16.62,15.53,16.08
05-02-2023,16.27,19.81,16.26,17.78
05-03-2023,17.82,18.83,17.19,18.34
05-04-2023,19.17,21.33,18.67,20.09
05-05-2023,19.5,19.63,16.69,17.19
05-08-2023,17.73,17.88,16.83,16.98
05-09-2023,17.29,17.86,17.22,17.71
05-10-2023,17.58,18.31,16.36,16.94
05-11-2023,16.8,18.19,16.63,16.93
05-12-2023,16.83,17.92,16.38,17.03
05/15/2023,17.44,18.16,17.08,17.12
05/16/2023,17.54,18.3,17.26,17.99
05/17/2023,17.96,18.26,16.68,16.87
05/18/2023,16.92,17.15,16.05,16.05
05/19/2023,16.13,17.36,15.85,16.81
05/22/2023,17.45,18.13,16.82,17.21
05/23/2023,17.35,19.31,17.3,18.53
05/24/2023,18.8,20.81,18.8,20.03
05/25/2023,19.54,19.95,18.7,19.14
05/26/2023,19.07,19.56,17.27,17.95
05/29/2023,17.53,17.6,17.34,17.46
05/30/2023,17.56,18.34,16.98,17.46
05/31/2023,18.04,18.4,17.12,17.94
06-01-2023,17.24,17.59,15.58,15.65
06-02-2023,15.65,15.65,14.42,14.6
06-05-2023,15.28,15.29,14.66,14.73
06-06-2023,14.91,14.97,13.95,13.96
06-07-2023,14.14,14.29,13.77,13.94
06-08-2023,14.14,14.21,13.53,13.65
06-09-2023,13.78,14.14,13.5,13.83
06-12-2023,14.44,15.02,14.32,15.01
06/13/2023,14.99,15.06,14.47,14.61
06/14/2023,14.48,14.73,13.83,13.88
06/15/2023,14.09,14.52,13.79,14.5
06/16/2023,14.49,14.54,13.48,13.54
06/19/2023,14.09,14.19,14.01,14.19
06/20/2023,14.36,14.67,13.86,13.88
06/21/2023,13.88,13.89,13.1,13.2
06/22/2023,13.88,13.98,12.73,12.91
06/23/2023,13.24,13.8,12.88,13.44
06/26/2023,14.43,14.71,13.78,14.25
06/27/2023,14.11,14.34,13.59,13.74
06/28/2023,13.9,13.96,13.36,13.43
06/29/2023,13.64,13.85,13.41,13.54
06/30/2023,13.51,13.59,12.96,13.59
07-03-2023,13.85,13.85,13.47,13.57
07-04-2023,13.54,13.71,13.52,13.7
07-05-2023,14.19,14.74,14.05,14.18
07-06-2023,14.85,17.08,14.79,15.44
07-07-2023,15.97,16.06,14.33,14.83
07-10-2023,16.08,16.21,15.04,15.07
07-11-2023,15.02,15.25,14.63,14.84
07-12-2023,14.82,14.82,13.51,13.54
07/13/2023,13.44,13.61,13.12,13.61
07/14/2023,13.72,13.76,13.22,13.34
07/17/2023,13.78,14,13.43,13.48
07/18/2023,13.61,13.67,13.29,13.3
07/19/2023,13.32,13.84,13.12,13.76
07/20/2023,13.96,14.23,13.58,13.99
07/21/2023,13.87,13.89,13.37,13.6
07/24/2023,14.29,14.3,13.73,13.91
07/25/2023,14.02,14.09,13.82,13.86
07/26/2023,13.86,14.16,13.15,13.19
07/27/2023,13.14,15.02,12.74,14.41
07/28/2023,14.03,14.18,13.27,13.33
07/31/2023,13.98,14.09,13.57,13.63
08-01-2023,13.75,14.3,13.75,13.93
08-02-2023,15.7,16.48,14.95,16.09
08-03-2023,16.77,17.42,15.72,15.92
08-04-2023,16.01,17.39,14.57,17.1
08-07-2023,16.9,17.36,15.77,15.77
08-08-2023,16.28,18.14,15.96,15.99
08-09-2023,15.81,16.87,15.38,15.96
08-10-2023,15.58,16.86,14.6,15.85
08-11-2023,15.53,16.51,14.84,14.84
08/14/2023,15.88,16.06,14.77,14.82
08/15/2023,14.95,16.57,14.91,16.46
08/16/2023,16.54,16.93,15.8,16.78
08/17/2023,16.96,18.13,16.4,17.89
08/18/2023,17.8,18.88,17.14,17.3
08/21/2023,18.03,18.11,16.88,17.13
08/22/2023,16.96,17.58,16.61,16.97
08/23/2023,16.64,17.1,15.91,15.98
08/24/2023,15.57,17.32,15.48,17.2
08/25/2023,17.21,17.36,15.45,15.68
08/28/2023,16.24,16.28,15,15.08
08/29/2023,15.08,15.3,14.34,14.45
08/30/2023,14.53,14.7,13.83,13.88
08/31/2023,13.98,14,13.44,13.57
09-01-2023,13.56,13.56,13.02,13.09
09-04-2023,13.62,13.82,13.51,13.82
09-05-2023,14.15,14.47,13.7,14.01
09-06-2023,14.27,15.3,14.13,14.45
09-07-2023,14.81,15.69,14.4,14.4
09-08-2023,14.22,14.87,13.58,13.84
09-11-2023,14.17,14.33,13.74,13.8
09-12-2023,14.02,14.42,13.71,14.23
09/13/2023,14.42,14.68,13.41,13.48
09/14/2023,13.39,13.46,12.79,12.82
09/15/2023,12.7,14.17,12.68,13.79
09/18/2023,14.4,14.75,13.86,14
